location,property_type,developer,furnishing_status,bedrooms,bathrooms,size_sqft,price,price_per_sqft,listing_category,year_built,property_age,squarefeet,neighborhood,yearbuilt
Rural,Unknown,Unknown,Unknown,5,2,2854,290277.3942987533,101.70896786921979,High-End,1951,74,2854,Rural,1951
Rural,Unknown,Unknown,Unknown,2,2,1878,311098.22243916185,165.65400555865912,High-End,1996,29,1878,Rural,1996
Rural,Unknown,Unknown,Unknown,5,1,2831,341158.03967409855,120.50796173581722,High-End,2010,15,2831,Rural,2010
Rural,Unknown,Unknown,Unknown,2,1,2809,246570.23257010087,87.77865168034918,Mid-Range,1955,70,2809,Rural,1955
Suburb,Unknown,Unknown,Unknown,2,3,1834,279320.1644526259,152.30107113011226,High-End,1990,35,1834,Suburb,1990
Urban,Unknown,Unknown,Unknown,2,2,1870,303578.3144642022,162.34134463326322,High-End,1966,59,1870,Urban,1966
Suburb,Unknown,Unknown,Unknown,2,2,1701,206906.68433526164,121.63826239580344,Mid-Range,1959,66,1701,Suburb,1959
Rural,Unknown,Unknown,Unknown,4,1,1137,40765.08824678231,35.853199865243894,Budget,2019,6,1137,Rural,2019
Rural,Unknown,Unknown,Unknown,4,3,1947,228864.3435248097,117.54717181551602,Mid-Range,2012,13,1947,Rural,2012
Urban,Unknown,Unknown,Unknown,2,3,1456,187125.0086443349,128.5199235194608,Budget,1994,31,1456,Urban,1994
Suburb,Unknown,Unknown,Unknown,2,1,1813,290191.1885067338,160.06132846482836,High-End,1961,64,1813,Suburb,1961
Urban,Unknown,Unknown,Unknown,3,1,1822,226309.26136999475,124.20925431942632,Mid-Range,1998,27,1822,Urban,1998
Suburb,Unknown,Unknown,Unknown,2,1,1941,224112.02536082896,115.46214598703192,Mid-Range,1951,74,1941,Suburb,1951
Suburb,Unknown,Unknown,Unknown,5,1,2866,343940.2416841118,120.00706269508437,High-End,1966,59,2866,Suburb,1966
Rural,Unknown,Unknown,Unknown,4,1,1443,249286.38444106368,172.7556371732943,Mid-Range,2008,17,1443,Rural,2008
Rural,Unknown,Unknown,Unknown,5,1,1352,145159.6249236664,107.36658648200176,Budget,1956,69,1352,Rural,1956
Rural,Unknown,Unknown,Unknown,3,3,1995,253406.1804539737,127.02064183156577,Mid-Range,1969,56,1995,Rural,1969
Suburb,Unknown,Unknown,Unknown,4,1,1793,216898.84089118705,120.96979413897772,Mid-Range,2009,16,1793,Suburb,2009
Urban,Unknown,Unknown,Unknown,3,1,1410,116866.73013128,82.88420576686525,Budget,2010,15,1410,Urban,2010
Suburb,Unknown,Unknown,Unknown,3,3,1677,140163.8403049228,83.5801075163523,Budget,2010,15,1677,Suburb,2010
Suburb,Unknown,Unknown,Unknown,5,3,2813,327337.13775350776,116.36585060558399,High-End,1965,60,2813,Suburb,1965
Urban,Unknown,Unknown,Unknown,2,2,2561,266594.29836399434,104.09773462084902,High-End,1966,59,2561,Urban,1966
Suburb,Unknown,Unknown,Unknown,4,2,1452,123510.22743530972,85.06214010696262,Budget,1970,55,1452,Suburb,1970
Urban,Unknown,Unknown,Unknown,4,3,1418,183250.1080455332,129.23138790235063,Budget,1992,33,1418,Urban,1992
Rural,Unknown,Unknown,Unknown,2,1,1449,202789.87982356056,139.9516078837547,Mid-Range,1950,75,1449,Rural,1950
Urban,Unknown,Unknown,Unknown,5,3,1994,200162.0051598392,100.38214902700061,Mid-Range,1960,65,1994,Urban,1960
Rural,Unknown,Unknown,Unknown,3,1,2608,246470.7701587568,94.50566340443129,Mid-Range,1980,45,2608,Rural,1980
Suburb,Unknown,Unknown,Unknown,5,1,2138,171516.5387919541,80.22288998688218,Budget,2014,11,2138,Suburb,2014
Suburb,Unknown,Unknown,Unknown,3,1,1050,124607.51227363235,118.6738212129832,Budget,1991,34,1050,Suburb,1991
Rural,Unknown,Unknown,Unknown,4,3,2392,311033.6535890236,130.0307916342072,High-End,1981,44,2392,Rural,1981
Rural,Unknown,Unknown,Unknown,2,1,2937,264574.9571289401,90.08340385731702,High-End,1956,69,2937,Rural,1956
Suburb,Unknown,Unknown,Unknown,2,3,2706,288428.3848116405,106.5884644536735,High-End,1982,43,2706,Suburb,1982
Rural,Unknown,Unknown,Unknown,4,1,2803,244776.4189845677,87.32658543866133,Mid-Range,1962,63,2803,Rural,1962
Urban,Unknown,Unknown,Unknown,3,1,2538,316087.14903262845,124.54182388992453,High-End,1956,69,2538,Urban,1956
Rural,Unknown,Unknown,Unknown,5,3,1209,106436.62675846004,88.03691212445,Budget,1989,36,1209,Rural,1989
Urban,Unknown,Unknown,Unknown,3,3,1887,167897.35300003848,88.97580975094779,Budget,2018,7,1887,Urban,2018
Urban,Unknown,Unknown,Unknown,2,1,1997,262914.85389639944,131.65490931216797,High-End,1956,69,1997,Urban,1956
Suburb,Unknown,Unknown,Unknown,5,1,2926,362830.8787105056,124.00235089217553,High-End,1952,73,2926,Suburb,1952
Suburb,Unknown,Unknown,Unknown,5,2,1992,316983.62652259856,159.12832656756956,High-End,1966,59,1992,Suburb,1966
Suburb,Unknown,Unknown,Unknown,3,3,2925,447752.2778412917,153.07770182608263,High-End,1960,65,2925,Suburb,1960
Rural,Unknown,Unknown,Unknown,3,2,1849,154728.55807212167,83.6822920887624,Budget,1951,74,1849,Rural,1951
Suburb,Unknown,Unknown,Unknown,3,2,2836,374780.1852742679,132.15098211363465,High-End,1979,46,2836,Suburb,1979
Rural,Unknown,Unknown,Unknown,5,2,2918,184421.774698569,63.20143067120254,Budget,2000,25,2918,Rural,2000
Urban,Unknown,Unknown,Unknown,4,3,2877,289821.0742182861,100.73725207448247,High-End,2016,9,2877,Urban,2016
Rural,Unknown,Unknown,Unknown,5,1,1626,146583.64263425372,90.14984171848322,Budget,2003,22,1626,Rural,2003
Urban,Unknown,Unknown,Unknown,2,1,1678,166122.30849907803,99.00018384927178,Budget,1987,38,1678,Urban,1987
Urban,Unknown,Unknown,Unknown,4,3,2458,291110.4008793472,118.43384901519413,High-End,1978,47,2458,Urban,1978
Suburb,Unknown,Unknown,Unknown,4,2,1776,151641.12069334136,85.38351390390842,Budget,2017,8,1776,Suburb,2017
Suburb,Unknown,Unknown,Unknown,3,3,2250,265305.19050869887,117.91341800386617,High-End,1981,44,2250,Suburb,1981
Rural,Unknown,Unknown,Unknown,5,1,1662,218456.61863625768,131.44200880641256,Mid-Range,2000,25,1662,Rural,2000
Suburb,Unknown,Unknown,Unknown,2,3,1267,225167.1323237035,177.7167579508315,Mid-Range,1965,60,1267,Suburb,1965
Urban,Unknown,Unknown,Unknown,5,2,1115,127184.47357623902,114.06679244505742,Budget,1971,54,1115,Urban,1971
Rural,Unknown,Unknown,Unknown,3,3,2623,304756.830772608,116.1863632377461,High-End,2004,21,2623,Rural,2004
Rural,Unknown,Unknown,Unknown,5,1,2853,319936.62731106527,112.14042317247294,High-End,2006,19,2853,Rural,2006
Urban,Unknown,Unknown,Unknown,2,1,1753,220567.07026044925,125.82262992609769,Mid-Range,1984,41,1753,Urban,1984
Suburb,Unknown,Unknown,Unknown,3,1,2383,156309.4362114339,65.59355275343428,Budget,2021,4,2383,Suburb,2021
Rural,Unknown,Unknown,Unknown,5,2,2352,334614.80223832733,142.26819823058136,High-End,1991,34,2352,Rural,1991
Rural,Unknown,Unknown,Unknown,2,1,2868,231543.01248980736,80.73326795321037,Mid-Range,2001,24,2868,Rural,2001
Rural,Unknown,Unknown,Unknown,2,1,2063,200613.75645194168,97.24370162478995,Mid-Range,2002,23,2063,Rural,2002
Suburb,Unknown,Unknown,Unknown,3,3,1181,148999.85091259758,126.16414133158136,Budget,2019,6,1181,Suburb,2019
Rural,Unknown,Unknown,Unknown,3,3,2513,337333.9692713382,134.2355627820685,High-End,1964,61,2513,Rural,1964
Urban,Unknown,Unknown,Unknown,4,2,2232,243219.73807618464,108.96941670079957,Mid-Range,1970,55,2232,Urban,1970
Suburb,Unknown,Unknown,Unknown,4,2,1902,187466.71644539,98.56294240031019,Budget,1962,63,1902,Suburb,1962
Urban,Unknown,Unknown,Unknown,2,3,2296,291935.26744721073,127.14950672787924,High-End,2019,6,2296,Urban,2019
Rural,Unknown,Unknown,Unknown,3,1,2142,327632.2123519079,152.9562149168571,High-End,2016,9,2142,Rural,2016
Suburb,Unknown,Unknown,Unknown,3,3,2405,251291.2815850344,104.48701937007667,Mid-Range,1997,28,2405,Suburb,1997
Rural,Unknown,Unknown,Unknown,5,3,1945,179717.0260226985,92.39949924046195,Budget,1954,71,1945,Rural,1954
Urban,Unknown,Unknown,Unknown,5,1,2559,210848.8676975385,82.3950245007966,Mid-Range,1990,35,2559,Urban,1990
Rural,Unknown,Unknown,Unknown,5,3,1257,86912.13641692423,69.14251107153876,Budget,1997,28,1257,Rural,1997
Suburb,Unknown,Unknown,Unknown,5,3,2506,298109.7135791791,118.95838530693499,High-End,2021,4,2506,Suburb,2021
Rural,Unknown,Unknown,Unknown,4,1,1508,159737.43680607888,105.9266822321478,Budget,1992,33,1508,Rural,1992
Urban,Unknown,Unknown,Unknown,5,1,1091,177821.9746618885,162.98989428220762,Budget,1965,60,1091,Urban,1965
Suburb,Unknown,Unknown,Unknown,3,2,2184,221219.71376772705,101.29107773247576,Mid-Range,1961,64,2184,Suburb,1961
Suburb,Unknown,Unknown,Unknown,2,2,1148,30354.73581321544,26.441407502800907,Budget,1958,67,1148,Suburb,1958
Suburb,Unknown,Unknown,Unknown,2,3,1116,115562.16469701332,103.55032678943846,Budget,1968,57,1116,Suburb,1968
Rural,Unknown,Unknown,Unknown,2,2,1457,144047.10703658027,98.86555047122874,Budget,1992,33,1457,Rural,1992
Urban,Unknown,Unknown,Unknown,4,1,1564,189562.5567700537,121.20368079926706,Mid-Range,1972,53,1564,Urban,1972
Rural,Unknown,Unknown,Unknown,2,1,1813,172335.83569869318,95.05561814599734,Budget,1965,60,1813,Rural,1965
Suburb,Unknown,Unknown,Unknown,4,2,1044,119609.57872387416,114.56856199604805,Budget,1977,48,1044,Suburb,1977
Suburb,Unknown,Unknown,Unknown,4,1,2800,264244.43160004984,94.37301128573209,High-End,1961,64,2800,Suburb,1961
Rural,Unknown,Unknown,Unknown,2,1,1773,102301.11981491397,57.69944716013196,Budget,1970,55,1773,Rural,1970
Urban,Unknown,Unknown,Unknown,4,3,2842,367947.950185989,129.4679627677653,High-End,2008,17,2842,Urban,2008
Urban,Unknown,Unknown,Unknown,5,1,1233,92816.37731102324,75.27686724332786,Budget,1980,45,1233,Urban,1980
Suburb,Unknown,Unknown,Unknown,5,3,2398,225053.2047443408,93.85037729121801,Mid-Range,1993,32,2398,Suburb,1993
Urban,Unknown,Unknown,Unknown,5,1,2570,393573.6767214645,153.1415084519317,High-End,1996,29,2570,Urban,1996
Rural,Unknown,Unknown,Unknown,4,3,2873,290751.0270972465,101.20119286364306,High-End,1962,63,2873,Rural,1962
Suburb,Unknown,Unknown,Unknown,5,2,2972,285935.9851372406,96.20995462222093,High-End,1967,58,2972,Suburb,1967
Rural,Unknown,Unknown,Unknown,2,3,2938,367559.75294469495,125.10542986545097,High-End,1985,40,2938,Rural,1985
Suburb,Unknown,Unknown,Unknown,2,1,1196,33564.686758937954,28.064119363660495,Budget,1985,40,1196,Suburb,1985
Rural,Unknown,Unknown,Unknown,4,3,1394,145189.0833533902,104.15285749884518,Budget,2004,21,1394,Rural,2004
Suburb,Unknown,Unknown,Unknown,5,3,1713,224366.92102726235,130.97893813617182,Mid-Range,1972,53,1713,Suburb,1972
Urban,Unknown,Unknown,Unknown,3,2,2808,387406.0123421936,137.9651041104678,High-End,2017,8,2808,Urban,2017
Suburb,Unknown,Unknown,Unknown,2,1,2059,255862.9145762405,124.26562145519208,Mid-Range,1968,57,2059,Suburb,1968
Urban,Unknown,Unknown,Unknown,3,3,2497,332289.7489953571,133.07559030651063,High-End,2000,25,2497,Urban,2000
Suburb,Unknown,Unknown,Unknown,5,2,1222,187318.6714227164,153.28860181891687,Budget,1978,47,1222,Suburb,1978
Urban,Unknown,Unknown,Unknown,4,3,1863,216855.01150064208,116.40097235675904,Mid-Range,1986,39,1863,Urban,1986
Urban,Unknown,Unknown,Unknown,5,3,2812,330070.63809069595,117.37931653296442,High-End,2001,24,2812,Urban,2001
Rural,Unknown,Unknown,Unknown,3,1,1529,172135.17181685934,112.58023009604928,Budget,1951,74,1529,Rural,1951
Urban,Unknown,Unknown,Unknown,5,2,2211,338906.4753335284,153.28198793918065,High-End,1954,71,2211,Urban,1954
Suburb,Unknown,Unknown,Unknown,4,3,2425,264299.6148844434,108.98953191111069,High-End,1978,47,2425,Suburb,1978
Rural,Unknown,Unknown,Unknown,3,1,1256,3000.8596142991737,2.389219438136285,Budget,1978,47,1256,Rural,1978
Suburb,Unknown,Unknown,Unknown,5,3,1653,123581.51831930692,74.76195905584206,Budget,1992,33,1653,Suburb,1992
Suburb,Unknown,Unknown,Unknown,4,1,2159,267612.1909571777,123.95191799776643,High-End,1990,35,2159,Suburb,1990
Rural,Unknown,Unknown,Unknown,5,2,2985,264255.4102787527,88.52777563777309,High-End,2004,21,2985,Rural,2004
Rural,Unknown,Unknown,Unknown,5,2,2842,315185.74259519414,110.90279472033573,High-End,1981,44,2842,Rural,1981
Suburb,Unknown,Unknown,Unknown,4,2,1590,204316.4303600724,128.5008995975298,Mid-Range,1987,38,1590,Suburb,1987
Suburb,Unknown,Unknown,Unknown,4,3,1443,211765.14228211617,146.75339035489685,Mid-Range,2009,16,1443,Suburb,2009
Urban,Unknown,Unknown,Unknown,5,2,1417,189162.94816682785,133.49537626452212,Budget,1992,33,1417,Urban,1992
Urban,Unknown,Unknown,Unknown,2,2,2315,215069.83209600445,92.90273524665419,Mid-Range,1960,65,2315,Urban,1960
Rural,Unknown,Unknown,Unknown,5,1,1573,43742.19691831121,27.808135358112658,Budget,2001,24,1573,Rural,2001
Urban,Unknown,Unknown,Unknown,4,2,1128,89272.16590352645,79.14199104922557,Budget,1972,53,1128,Urban,1972
Suburb,Unknown,Unknown,Unknown,2,1,2010,158999.73856709822,79.10434754582,Budget,1966,59,2010,Suburb,1966
Urban,Unknown,Unknown,Unknown,4,2,1340,169507.94710141988,126.49846798613424,Budget,2018,7,1340,Urban,2018
Suburb,Unknown,Unknown,Unknown,5,3,1809,126736.6295673813,70.05894392890066,Budget,2011,14,1809,Suburb,2011
Urban,Unknown,Unknown,Unknown,3,3,2280,253484.42622024423,111.17737992115975,Mid-Range,1986,39,2280,Urban,1986
Suburb,Unknown,Unknown,Unknown,4,2,1991,277522.6378145955,139.38856746087166,High-End,1987,38,1991,Suburb,1987
Rural,Unknown,Unknown,Unknown,4,1,2747,292767.87572508527,106.57731187662368,High-End,1994,31,2747,Rural,1994
Suburb,Unknown,Unknown,Unknown,3,3,2589,323073.8482114302,124.78711788776755,High-End,2004,21,2589,Suburb,2004
Suburb,Unknown,Unknown,Unknown,4,3,2710,249182.57104556813,91.94928820869673,Mid-Range,1977,48,2710,Suburb,1977
Rural,Unknown,Unknown,Unknown,4,3,1099,165019.71102061582,150.15442313067865,Budget,1974,51,1099,Rural,1974
Suburb,Unknown,Unknown,Unknown,4,1,1038,112638.93848200457,108.51535499229728,Budget,1959,66,1038,Suburb,1959
Rural,Unknown,Unknown,Unknown,3,2,2949,320041.9086198787,108.52557091213248,High-End,2015,10,2949,Rural,2015
Suburb,Unknown,Unknown,Unknown,5,3,1262,96774.21095821756,76.68320995104402,Budget,1953,72,1262,Suburb,1953
Suburb,Unknown,Unknown,Unknown,4,3,1149,205967.79557996287,179.2583077284272,Mid-Range,1968,57,1149,Suburb,1968
Suburb,Unknown,Unknown,Unknown,2,3,2656,243045.02295216065,91.50791526813278,Mid-Range,1996,29,2656,Suburb,1996
Rural,Unknown,Unknown,Unknown,5,3,1689,211957.7139124177,125.493021854599,Mid-Range,1967,58,1689,Rural,1967
Urban,Unknown,Unknown,Unknown,5,3,1812,321146.3497184801,177.23308483359827,High-End,2011,14,1812,Urban,2011
Urban,Unknown,Unknown,Unknown,2,3,2353,228465.89304011583,97.09557715262041,Mid-Range,2010,15,2353,Urban,2010
Rural,Unknown,Unknown,Unknown,2,2,2143,212772.0458235928,99.28700225085991,Mid-Range,2013,12,2143,Rural,2013
Rural,Unknown,Unknown,Unknown,2,3,2607,240086.55346419412,92.09303930348834,Mid-Range,1957,68,2607,Rural,1957
Suburb,Unknown,Unknown,Unknown,3,3,1218,197583.3247590224,162.2194784556834,Mid-Range,1992,33,1218,Suburb,1992
Rural,Unknown,Unknown,Unknown,4,3,1905,265380.23085154337,139.30720779608575,High-End,1966,59,1905,Rural,1966
Rural,Unknown,Unknown,Unknown,5,2,2933,388736.4247635724,132.53884240149077,High-End,1989,36,2933,Rural,1989
Suburb,Unknown,Unknown,Unknown,2,1,2837,381359.4825935938,134.42350461529568,High-End,1964,61,2837,Suburb,1964
Urban,Unknown,Unknown,Unknown,4,1,2146,168556.85680303484,78.5446676621784,Budget,1996,29,2146,Urban,1996
Suburb,Unknown,Unknown,Unknown,4,3,1243,150993.62676843978,121.4751623237649,Budget,1998,27,1243,Suburb,1998
Suburb,Unknown,Unknown,Unknown,3,2,1885,192035.7862401988,101.87574866854048,Mid-Range,1999,26,1885,Suburb,1999
Urban,Unknown,Unknown,Unknown,5,2,1586,143380.7254414047,90.40398829848972,Budget,1980,45,1586,Urban,1980
Urban,Unknown,Unknown,Unknown,4,1,1517,211343.26186514465,139.31658659534915,Mid-Range,1975,50,1517,Urban,1975
Suburb,Unknown,Unknown,Unknown,2,1,2044,186838.7691624463,91.40839978593263,Budget,2007,18,2044,Suburb,2007
Rural,Unknown,Unknown,Unknown,2,2,1189,214019.6251306315,179.99968471878174,Mid-Range,1961,64,1189,Rural,1961
Rural,Unknown,Unknown,Unknown,3,3,2248,285628.42350495275,127.05890725309285,High-End,1991,34,2248,Rural,1991
Urban,Unknown,Unknown,Unknown,2,2,1914,158596.32652301807,82.86119463062595,Budget,1991,34,1914,Urban,1991
Suburb,Unknown,Unknown,Unknown,2,1,1614,173952.6306121426,107.77734238670544,Budget,1996,29,1614,Suburb,1996
Rural,Unknown,Unknown,Unknown,3,2,1855,235540.92549098656,126.97624015686607,Mid-Range,1953,72,1855,Rural,1953
Suburb,Unknown,Unknown,Unknown,3,3,1465,239849.65541342512,163.71990130609223,Mid-Range,2017,8,1465,Suburb,2017
Urban,Unknown,Unknown,Unknown,2,3,1098,55728.20814944213,50.75428793209666,Budget,1979,46,1098,Urban,1979
Suburb,Unknown,Unknown,Unknown,5,1,1829,249077.13608978668,136.18214110977948,Mid-Range,1989,36,1829,Suburb,1989
Urban,Unknown,Unknown,Unknown,5,2,2386,315411.67243207287,132.1926539950012,High-End,1999,26,2386,Urban,1999
Urban,Unknown,Unknown,Unknown,3,2,1996,230579.2691600163,115.52067593187189,Mid-Range,1958,67,1996,Urban,1958
Rural,Unknown,Unknown,Unknown,5,3,2106,309076.87057950697,146.76014747365002,High-End,1982,43,2106,Rural,1982
Urban,Unknown,Unknown,Unknown,5,2,2716,213554.8113542516,78.62842833367144,Mid-Range,2001,24,2716,Urban,2001
Urban,Unknown,Unknown,Unknown,5,3,2687,289559.25181106484,107.76302635320612,High-End,1994,31,2687,Urban,1994
Rural,Unknown,Unknown,Unknown,3,3,1055,82931.24845481204,78.60781844058013,Budget,1952,73,1055,Rural,1952
Rural,Unknown,Unknown,Unknown,5,2,2725,302583.4922959212,111.0398136865766,High-End,1951,74,2725,Rural,1951
Urban,Unknown,Unknown,Unknown,2,1,2953,316454.1377930511,107.16360914089098,High-End,1953,72,2953,Urban,1953
Rural,Unknown,Unknown,Unknown,2,2,2045,228335.30698721425,111.65540683971356,Mid-Range,2006,19,2045,Rural,2006
Suburb,Unknown,Unknown,Unknown,3,2,1579,100869.6260264354,63.88196708450627,Budget,2010,15,1579,Suburb,2010
Suburb,Unknown,Unknown,Unknown,5,1,1184,209497.00588604165,176.94003875510273,Mid-Range,1960,65,1184,Suburb,1960
Urban,Unknown,Unknown,Unknown,4,2,1521,192447.9660242956,126.52726234338961,Mid-Range,1970,55,1521,Urban,1970
Rural,Unknown,Unknown,Unknown,4,3,2601,277751.3952981101,106.78638804233375,High-End,2003,22,2601,Rural,2003
Suburb,Unknown,Unknown,Unknown,2,2,1263,88415.7342424332,70.00454017611497,Budget,1984,41,1263,Suburb,1984
Rural,Unknown,Unknown,Unknown,2,3,2248,306053.2140921599,136.14466819046257,High-End,1991,34,2248,Rural,1991
Suburb,Unknown,Unknown,Unknown,4,1,2658,395697.5320416831,148.8704033264421,High-End,1958,67,2658,Suburb,1958
Suburb,Unknown,Unknown,Unknown,3,2,2061,334586.629868297,162.34188736938236,High-End,1963,62,2061,Suburb,1963
Urban,Unknown,Unknown,Unknown,5,2,2002,244752.6881669853,122.25408999349915,Mid-Range,1951,74,2002,Urban,1951
Rural,Unknown,Unknown,Unknown,4,1,1122,188133.4399953605,167.676862740963,Budget,2010,15,1122,Rural,2010
Rural,Unknown,Unknown,Unknown,5,1,2853,339219.5643112152,118.89925142348937,High-End,1964,61,2853,Rural,1964
Urban,Unknown,Unknown,Unknown,4,3,2179,206752.85438563995,94.884283793318,Mid-Range,1960,65,2179,Urban,1960
Rural,Unknown,Unknown,Unknown,2,1,2929,339107.9803111724,115.77602605366076,High-End,2006,19,2929,Rural,2006
Rural,Unknown,Unknown,Unknown,5,3,1300,223404.92341265336,171.84994108665643,Mid-Range,2016,9,1300,Rural,2016
Suburb,Unknown,Unknown,Unknown,3,1,1832,112456.78269542503,61.38470671147655,Budget,1956,69,1832,Suburb,1956
Suburb,Unknown,Unknown,Unknown,5,3,2090,195023.02751271025,93.31245335536376,Mid-Range,1950,75,2090,Suburb,1950
Rural,Unknown,Unknown,Unknown,5,1,2928,276587.6549258768,94.46299690091422,High-End,2000,25,2928,Rural,2000
Rural,Unknown,Unknown,Unknown,4,3,1644,224776.2816808296,136.72523216595474,Mid-Range,1990,35,1644,Rural,1990
Rural,Unknown,Unknown,Unknown,3,3,1873,141142.74383139488,75.35651032108643,Budget,2009,16,1873,Rural,2009
Suburb,Unknown,Unknown,Unknown,2,2,1393,140191.6842368573,100.64011790154868,Budget,1968,57,1393,Suburb,1968
Suburb,Unknown,Unknown,Unknown,5,3,2675,303575.90784558014,113.4863206899365,High-End,2011,14,2675,Suburb,2011
Suburb,Unknown,Unknown,Unknown,5,2,2617,254930.0935504964,97.41310414615836,Mid-Range,1979,46,2617,Suburb,1979
Urban,Unknown,Unknown,Unknown,4,2,2593,311939.83953995723,120.30074799072781,High-End,1965,60,2593,Urban,1965
Urban,Unknown,Unknown,Unknown,2,1,1660,224706.79476175804,135.36553901310725,Mid-Range,1967,58,1660,Urban,1967
Rural,Unknown,Unknown,Unknown,4,2,2428,171696.69750599167,70.71527903871156,Budget,1980,45,2428,Rural,1980
Rural,Unknown,Unknown,Unknown,3,3,2472,238415.04791189663,96.44621679283844,Mid-Range,1984,41,2472,Rural,1984
Suburb,Unknown,Unknown,Unknown,2,1,2154,247421.32159695408,114.86598031427766,Mid-Range,1977,48,2154,Suburb,1977
Rural,Unknown,Unknown,Unknown,3,3,1068,206793.5294568602,193.62690024050582,Mid-Range,1961,64,1068,Rural,1961
Urban,Unknown,Unknown,Unknown,4,2,2368,283885.5674936111,119.88410789426143,High-End,1973,52,2368,Urban,1973
Urban,Unknown,Unknown,Unknown,2,2,1761,193399.9234986395,109.8239202150139,Mid-Range,1990,35,1761,Urban,1990
Rural,Unknown,Unknown,Unknown,3,2,1319,91538.4502971007,69.39988650272987,Budget,2018,7,1319,Rural,2018
Suburb,Unknown,Unknown,Unknown,3,2,1176,160579.52448137116,136.5472146950435,Budget,2011,14,1176,Suburb,2011
Rural,Unknown,Unknown,Unknown,4,3,1583,199705.4561437027,126.15632100044391,Mid-Range,2015,10,1583,Rural,2015
Urban,Unknown,Unknown,Unknown,2,3,2552,334794.6241055806,131.18911602883253,High-End,2001,24,2552,Urban,2001
Rural,Unknown,Unknown,Unknown,3,1,2864,338439.7797583822,118.1703141614463,High-End,1976,49,2864,Rural,1976
Urban,Unknown,Unknown,Unknown,5,1,2183,220542.98961552515,101.0274803552566,Mid-Range,2006,19,2183,Urban,2006
Suburb,Unknown,Unknown,Unknown,2,3,1581,267993.7386531078,169.50900610569752,High-End,1973,52,1581,Suburb,1973
Suburb,Unknown,Unknown,Unknown,2,3,2648,282369.7706876669,106.63510977630925,High-End,2017,8,2648,Suburb,2017
Suburb,Unknown,Unknown,Unknown,5,2,2767,301648.951289951,109.01660689915106,High-End,2013,12,2767,Suburb,2013
Suburb,Unknown,Unknown,Unknown,2,2,2556,325390.7540699657,127.30467686618375,High-End,1969,56,2556,Suburb,1969
Suburb,Unknown,Unknown,Unknown,2,1,2158,237225.20070913012,109.92826724241432,Mid-Range,1958,67,2158,Suburb,1958
Rural,Unknown,Unknown,Unknown,5,1,2798,304545.0652641465,108.8438403374362,High-End,2012,13,2798,Rural,2012
Urban,Unknown,Unknown,Unknown,4,1,1110,120868.14628805514,108.89022188113076,Budget,1974,51,1110,Urban,1974
Suburb,Unknown,Unknown,Unknown,3,3,1998,177953.57956691162,89.0658556390949,Budget,2010,15,1998,Suburb,2010
Suburb,Unknown,Unknown,Unknown,5,1,1757,222989.85509728445,126.91511388576235,Mid-Range,1991,34,1757,Suburb,1991
Urban,Unknown,Unknown,Unknown,2,3,1282,120383.51105593266,93.90289473941705,Budget,1952,73,1282,Urban,1952
Rural,Unknown,Unknown,Unknown,3,3,2543,238522.88482657005,93.79586505173812,Mid-Range,2006,19,2543,Rural,2006
Urban,Unknown,Unknown,Unknown,3,1,2992,327872.3447635927,109.58300292900826,High-End,2010,15,2992,Urban,2010
Rural,Unknown,Unknown,Unknown,3,3,2819,294681.955622823,104.53421625499219,High-End,1958,67,2819,Rural,1958
Urban,Unknown,Unknown,Unknown,4,3,2742,359562.4469974119,131.13145404719617,High-End,1992,33,2742,Urban,1992
Rural,Unknown,Unknown,Unknown,2,1,1193,220420.92496061328,184.76188177754676,Mid-Range,1992,33,1193,Rural,1992
Suburb,Unknown,Unknown,Unknown,2,1,1966,165126.05026379495,83.99086992054677,Budget,1972,53,1966,Suburb,1972
Rural,Unknown,Unknown,Unknown,3,1,2070,213054.0499046793,102.92466178970014,Mid-Range,1966,59,2070,Rural,1966
Rural,Unknown,Unknown,Unknown,3,1,1977,201177.80927429828,101.75913468603859,Mid-Range,1962,63,1977,Rural,1962
Urban,Unknown,Unknown,Unknown,4,2,1341,144918.84215805336,108.06774210145664,Budget,1969,56,1341,Urban,1969
Suburb,Unknown,Unknown,Unknown,4,2,2265,242474.051442264,107.0525613431629,Mid-Range,1999,26,2265,Suburb,1999
Rural,Unknown,Unknown,Unknown,3,2,1521,178059.15337346593,117.06716198123993,Budget,1967,58,1521,Rural,1967
Urban,Unknown,Unknown,Unknown,2,1,2393,247398.2518214044,103.38414200643727,Mid-Range,2003,22,2393,Urban,2003
Urban,Unknown,Unknown,Unknown,5,2,1800,140350.9741415623,77.97276341197906,Budget,1965,60,1800,Urban,1965
Urban,Unknown,Unknown,Unknown,4,1,1902,163582.7118300641,86.00563187700531,Budget,1962,63,1902,Urban,1962
Urban,Unknown,Unknown,Unknown,2,2,1130,150763.80424579373,133.4192957927378,Budget,2011,14,1130,Urban,2011
Suburb,Unknown,Unknown,Unknown,4,3,2293,229601.7035266948,100.13157589476441,Mid-Range,2010,15,2293,Suburb,2010
Urban,Unknown,Unknown,Unknown,2,1,2963,281592.9140183441,95.03642052593455,High-End,1989,36,2963,Urban,1989
Rural,Unknown,Unknown,Unknown,3,2,1813,216045.341371497,119.1645567410353,Mid-Range,2003,22,1813,Rural,2003
Suburb,Unknown,Unknown,Unknown,4,2,1060,160763.3651967156,151.66355207237322,Budget,2017,8,1060,Suburb,2017
